@relation studySample_30

@attribute -0.6516242982752738 numeric
@attribute -0.6489283164800124 numeric
@attribute -0.19971725201063034 numeric
@attribute -0.671316616861742 numeric
@attribute 0.6130707948692508 numeric
@attribute -0.6479121363762308 numeric
@attribute -0.14817488206053933 numeric
@attribute 0.5255649184813077 numeric
@attribute 0.3354948938511434 numeric
@attribute -0.3234530258868131 numeric
@attribute 0.10921566415932948 numeric
@attribute 0.10383979353829553 numeric
@attribute 0.25434242342084834 numeric
@attribute -0.2024335939326693 numeric
@attribute -0.046423739233244415 numeric
@attribute -0.9193111332401696 numeric
@attribute -0.6125826398661102 numeric
@attribute 0.5680280787042172 numeric
@attribute -0.004053210112152372 numeric
@attribute -0.05526006763874264 numeric
@attribute -0.0747596316166047 numeric
@attribute -0.5703126460537884 numeric
@attribute 0.013396437210287382 numeric
@attribute -0.42938105301600404 numeric
@attribute -0.38091881692169494 numeric
@attribute 1.1485674336525316 numeric
@attribute 0.02278552717455873 numeric
@attribute 0.18514911571691492 numeric
@attribute -0.07656603322748678 numeric
@attribute 0.7146560768466039 numeric
@attribute 'very not sure' {'very not sure','not sure','little not sure','little sure',sure,'very sure'}

@data
0.447823,-1.950738,-0.757145,-0.924161,2.063294,-0.717378,-2.457122,2.339719,2.603187,1.037648,0.011217,-1.54222,-1.613758,0.01733,1.048143,-4.481701,-0.629762,-0.103683,-0.904621,-1.354187,1.459659,-5.854977,-1.754061,3.927748,2.782869,1.843564,-0.835443,-0.692472,0.005483,6.098945,'very not sure'
-4.58923,3.837992,3.369841,-6.315801,4.711131,-3.409513,-8.054992,-8.218485,-1.548992,5.247793,1.918077,0.146942,1.74945,3.896594,3.36711,-9.213887,-0.092789,-2.445566,-5.185583,0.432903,2.178897,-8.208843,-8.759036,5.516736,5.331032,-1.486589,2.112677,-0.801739,0.733658,6.017831,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-1.1794,-2.818595,2.168137,-2.96228,3.389781,-1.644553,0.282212,-1.443232,-3.555593,2.045234,3.370087,1.607347,-0.68846,-0.757009,0.757342,-0.412211,-3.76361,1.02889,-2.347777,4.003112,1.129714,-0.729115,1.808473,-3.897448,-0.855177,1.198167,-2.070954,1.223398,2.040713,-0.876202,'very not sure'
0.169589,-2.102668,0.066842,-1.509157,2.054867,-1.649398,0.917911,1.516622,-0.609783,-2.365573,1.292871,0.478039,-2.057597,-0.875664,-0.696848,-0.128731,-2.41088,-2.951917,-1.121391,0.899946,3.038528,-0.633158,2.344216,-3.436184,-0.55149,-1.750618,-5.671143,-1.847729,-1.98587,-1.378096,'very not sure'
-0.79338,-7.847918,4.498086,-5.180542,-3.556983,-2.809463,5.838059,0.064933,-1.405842,-13.083717,2.677398,-5.053212,4.020598,8.570843,5.171089,-8.536398,-6.45609,-8.680442,-2.922451,-0.682488,-4.625963,8.960204,5.247526,2.291282,1.156088,-5.090496,-2.119079,4.115919,3.062612,4.553921,'very not sure'
0.596668,0.164841,-0.86526,1.315039,1.033806,-0.088755,0.432116,0.996874,-0.751772,-0.273302,0.950889,0.235328,-1.393623,-0.088869,-0.945556,2.162006,-2.869294,0.480018,2.555569,1.192682,-0.526853,0.213683,2.833865,-4.908038,1.218254,-0.060886,-0.082535,-2.884657,-1.451495,-0.046712,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.724567,-0.912974,0.984954,-1.812301,0.876237,-1.138984,1.204478,0.629448,0.071389,-1.644234,0.585735,0.868416,-0.43265,0.079311,0.245614,-1.517211,0.400095,0.701302,-2.246033,0.363409,-0.448511,0.379635,-1.206261,1.592483,-2.749479,0.906897,-0.53541,0.407264,-0.809236,0.103766,'very not sure'
-0.829506,-0.984527,0.919684,-2.179433,0.894508,-0.919707,0.57894,-0.00959,-0.211366,-0.543087,0.872978,1.226767,0.181563,0.096923,0.36776,-1.463262,-0.621816,0.938548,-3.259568,1.404623,-0.863478,-0.210607,-1.77933,2.112684,-1.916942,0.077891,0.013684,1.959422,0.259182,0.650397,'very not sure'
1.373002,-1.692036,-0.532638,-0.319877,0.939217,0.016911,-0.924084,1.371463,0.567727,-1.638889,0.155185,-0.216422,1.017551,-0.544581,0.523929,-1.297176,-1.959942,-0.587711,-2.623781,4.545184,1.044374,-1.506699,-0.275192,0.045797,-1.351804,1.920947,0.035425,2.549175,0.048218,1.34972,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.077811,-2.095409,-0.85615,-1.563465,-0.997682,-0.227703,-0.564949,0.232029,1.627592,0.344446,-1.262955,1.31022,1.523964,-0.646861,-0.147326,-2.107924,-1.779153,-2.862196,-0.26759,0.945878,1.648734,0.154345,-3.859751,3.441067,1.820316,-2.265821,1.91953,2.587206,1.723204,1.330268,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.173094,-0.207818,0.427399,-1.246641,0.103841,-0.990848,-0.864206,-0.367022,-0.16381,1.794623,-0.212162,0.067617,1.139399,-1.288064,-1.002869,-2.604042,-2.109575,-0.093058,-1.218725,0.71517,-1.302684,-1.764681,-1.59526,1.716763,1.224568,0.545204,0.347995,1.050333,0.558829,1.301811,'very not sure'
-0.379733,-0.080699,-0.125749,-0.66454,0.365427,-0.073288,-0.58974,-0.127169,-0.003656,0.46915,0.197042,-0.225604,0.198834,-0.04464,0.034829,-0.431633,-0.542255,-0.975122,-0.777504,1.06304,-0.129532,-1.002224,-0.148798,0.46171,0.819289,0.743464,-0.039354,-0.135687,0.651655,-0.457961,'very not sure'
-0.379733,-0.080699,-0.125749,-0.66454,0.365427,-0.073288,-0.58974,-0.127169,-0.003656,0.46915,0.197042,-0.225604,0.198834,-0.04464,0.034829,-0.431633,-0.542255,-0.975122,-0.777504,1.06304,-0.129532,-1.002224,-0.148798,0.46171,0.819289,0.743464,-0.039354,-0.135687,0.651655,-0.457961,'very not sure'
-0.520957,-0.723796,-0.39794,-0.361273,0.331305,-0.095388,0.143459,-0.224871,-0.213816,0.316686,0.276421,0.202268,-0.360163,-0.582686,-0.197261,-1.644206,-0.209312,-2.495922,1.112609,0.506571,1.263358,-0.341496,-2.914478,1.494242,-0.866291,1.011948,-0.183373,-0.42291,-0.431292,-0.35492,'very not sure'
-0.174448,-0.436236,-0.986554,-0.290154,0.576766,0.106981,-0.483735,0.113858,0.234312,0.60229,-0.177859,0.204083,0.190833,-0.717758,0.04592,-1.445218,-1.321133,-2.491575,-0.630915,1.704938,0.182665,-0.513416,-1.256152,0.943655,1.090154,0.21294,0.337622,-0.261918,0.089325,0.2879,'very not sure'
0.117715,-0.189112,0.407446,-0.694723,0.600968,0.271517,-0.850982,-0.201229,0.027289,-0.525908,0.951139,0.082408,0.223489,1.049168,1.087108,0.935273,-0.271348,0.506769,-1.202028,0.52764,2.976687,-2.219831,0.292634,-0.414286,-0.625378,1.347451,-2.316661,0.773969,0.976941,0.646637,'very not sure'
10.622902,-16.539315,2.339658,-0.645515,3.498553,-1.116989,-0.405612,-14.975842,-0.540782,-9.437242,-4.616329,12.234296,-5.800225,-1.575683,24.831071,-11.405751,-3.52646,-14.481494,-2.600604,-8.854653,9.190437,0.371915,-11.592419,6.192509,-0.572462,-20.500451,5.602192,-14.830191,-8.850082,24.886062,'very not sure'
1.182102,0.695853,-0.77543,-1.078155,-0.491951,-0.623249,-0.548305,0.01251,0.050504,0.620461,-1.107105,-0.016841,0.231416,-1.723513,-0.205267,-2.514693,-0.143414,-1.548606,-1.303415,-0.455117,-0.506448,0.123562,-0.595438,0.645477,1.409769,-0.932375,-0.193803,-0.21153,-1.483394,1.710369,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.998095,-0.826419,0.330863,-1.397503,1.040324,0.486818,-0.343344,-0.663872,-0.582819,1.042222,1.246402,0.249203,1.00897,1.406206,1.356321,-2.941327,-2.891354,0.785342,-1.180913,3.089369,-0.309651,-1.501915,0.539904,0.079481,2.344347,1.539538,0.10039,2.964226,1.36345,4.153703,'very not sure'
-0.566257,-3.238468,-0.761908,-3.539018,2.807287,-1.759715,-2.153392,0.179328,2.112068,2.854404,-0.762909,-1.154681,0.058718,-1.611647,0.349594,-6.203273,-6.130899,-3.092739,-4.21083,3.325984,-3.239999,-2.874036,-1.753363,2.528305,3.998359,1.044839,-1.955426,0.672654,0.007277,1.43886,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.814854,-2.519091,-1.39001,1.163124,-0.101228,-0.049418,0.032986,0.295959,-0.403638,0.003323,-0.083722,2.350331,-2.181075,-1.899408,-1.89786,2.478737,0.556462,-6.599111,0.455816,-0.321094,-1.654311,2.23705,-2.45235,-1.385431,0.665754,-3.375599,0.394716,-2.873073,-3.915135,-4.977742,'very not sure'
0.138055,-0.478502,-0.181607,0.407836,0.031671,0.110301,-1.062496,0.273397,0.98772,0.563225,-0.85762,-0.588971,1.115218,-0.448105,-0.31262,1.064226,0.59912,-0.08879,-0.527747,0.315738,0.678114,-0.750809,-1.376129,1.409395,0.750969,-1.67074,-0.215819,1.874248,-0.498734,0.51719,'very not sure'
-0.146327,-0.037903,0.581238,-0.945548,0.490307,-0.42799,-0.475593,-0.790135,-0.323859,0.769881,0.484399,0.054635,0.908503,0.613065,0.571314,-0.422244,-0.974873,0.13929,-1.167318,1.954086,0.193752,-0.875218,-0.612995,0.514531,0.318204,-1.444218,-1.928939,3.272588,0.782694,0.813721,'very not sure'
-0.015357,-0.20247,0.206615,-0.603929,-0.134116,-0.139038,-0.723051,-0.079652,0.433051,-0.161409,-0.163665,-0.307442,0.237319,0.408989,0.353962,-0.106173,-0.386202,0.241558,-0.999103,-0.811334,-0.080426,-0.223666,-0.515165,0.384323,0.832612,0.245693,-0.074819,0.0522,1.059921,0.373342,'very not sure'
0.917182,-0.323355,-1.869884,0.296701,0.706239,0.175098,-0.606464,0.303571,0.424629,0.29625,-0.05416,0.755003,-0.697336,-0.627113,0.639647,-0.809679,-1.891532,-3.74264,-0.490711,1.541691,-0.754055,-0.853987,-1.480266,1.96139,2.53547,-1.266523,0.92608,-1.385784,0.111829,0.818548,'very not sure'
0.390367,2.093969,2.49385,-1.823383,0.227022,-1.569912,0.744866,-3.320006,-3.438528,3.876125,3.126786,0.158969,-2.999989,1.158907,2.505638,-0.021335,0.030575,3.834378,-1.024081,-0.485446,1.304126,-1.950027,0.480536,-1.984808,2.110474,3.919407,1.367784,-3.535744,1.70903,4.378107,'very not sure'
-0.300933,-0.09831,0.248586,-0.932184,0.375199,-0.554595,-0.479154,-0.444,-0.228026,0.563806,0.354841,0.040452,1.029498,0.104289,0.273377,-1.239433,-0.90623,1.637118,-2.529738,1.000044,-1.105647,-1.299049,0.001564,0.757879,-0.21429,-0.950823,-0.406308,2.968029,0.254648,1.683534,'very not sure'
-0.042227,0.042217,-0.577852,0.132774,-0.756076,0.653532,-0.219082,0.13032,0.463368,-0.131732,-0.722244,0.235399,0.649092,1.35429,0.889115,0.08076,-0.730011,-0.083192,0.096463,1.26385,-0.308052,0.128979,-0.352066,-0.473222,2.000538,-1.318722,1.451422,1.818134,2.782208,1.109139,'very not sure'
0.207365,-0.481613,-0.664163,0.396825,0.167869,0.640106,-0.140158,-0.099516,0.254078,0.800718,0.102755,-0.225204,0.192658,0.551774,0.531462,-0.716693,-0.89429,-1.319924,0.947612,0.00215,0.535945,0.297307,0.446349,0.942686,1.45784,-0.895064,-0.877536,0.616026,1.615145,0.559773,'very not sure'
-0.461737,-0.199717,-0.233563,0.174164,0.096952,-0.016336,-0.28328,0.039732,-0.011948,0.438591,-0.145288,-0.633728,0.000492,0.189644,0.17827,-1.663987,-1.459712,-0.397237,1.041915,-0.119047,-0.492883,-0.144705,1.354823,-0.9766,1.739889,0.184673,-0.871763,0.131933,0.022243,1.611746,'very not sure'
-2.552916,-0.639666,0.335084,-1.321762,0.606213,0.445569,0.271718,0.177595,-1.11035,-0.111542,1.263138,0.52996,-1.044335,1.168413,-0.443336,-0.79653,-1.593528,-0.286348,-0.447931,1.517955,-0.960445,0.510935,2.026343,-2.098846,1.361407,-1.069487,-1.844926,0.481066,0.899686,-1.041377,'very not sure'
-0.379733,-0.080699,-0.125749,-0.66454,0.365427,-0.073288,-0.58974,-0.127169,-0.003656,0.46915,0.197042,-0.225604,0.198834,-0.04464,0.034829,-0.431633,-0.542255,-0.975122,-0.777504,1.06304,-0.129532,-1.002224,-0.148798,0.46171,0.819289,0.743464,-0.039354,-0.135687,0.651655,-0.457961,'very not sure'
0.058683,-0.075598,-0.81931,0.352498,0.423022,0.008265,-0.136819,0.898241,0.463049,-0.344781,0.127428,-0.497385,0.264146,-0.016978,-0.06637,-0.818303,-0.258257,-0.533527,-0.092568,1.204514,0.701715,-0.214391,0.792391,0.645285,-0.001095,0.423303,-0.027889,0.763585,0.537817,1.040592,'very not sure'
1.262804,-1.13245,-2.423129,1.866255,0.013354,1.974979,-0.929019,0.217919,0.773589,-0.112756,-0.641745,0.904824,-0.206235,0.791843,0.647469,-0.280364,-3.627892,-4.504546,1.26117,2.439313,-0.402944,-1.013161,-3.785254,1.402921,3.750739,-0.875976,3.031294,-2.529245,2.423429,-0.553027,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.015357,-0.20247,0.206615,-0.603929,-0.134116,-0.139038,-0.723051,-0.079652,0.433051,-0.161409,-0.163665,-0.307442,0.237319,0.408989,0.353962,-0.106173,-0.386202,0.241558,-0.999103,-0.811334,-0.080426,-0.223666,-0.515165,0.384323,0.832612,0.245693,-0.074819,0.0522,1.059921,0.373342,'very not sure'
-0.384068,-0.217616,0.434868,-0.945326,0.521454,-0.995686,-0.545106,-0.445437,0.677359,0.435502,-0.075386,-0.112385,1.765406,-0.845525,0.396976,-0.740188,1.120472,-0.813532,-1.746395,0.513029,-1.779665,0.964218,0.483395,0.782235,1.344929,-1.354832,-0.472408,2.507458,-0.97201,0.585916,'very not sure'
0.067475,-0.429195,-0.079257,-0.262753,0.148248,-0.01213,-0.267339,0.239279,0.363185,-0.540313,0.064904,-0.182146,-0.36493,0.513927,0.376746,-0.245745,-0.69226,0.443977,-0.905512,-1.04249,0.381849,-0.74712,0.027305,0.661286,0.000375,0.472996,-0.659298,-0.625945,0.734005,0.500163,'very not sure'
0.067475,-0.429195,-0.079257,-0.262753,0.148248,-0.01213,-0.267339,0.239279,0.363185,-0.540313,0.064904,-0.182146,-0.36493,0.513927,0.376746,-0.245745,-0.69226,0.443977,-0.905512,-1.04249,0.381849,-0.74712,0.027305,0.661286,0.000375,0.472996,-0.659298,-0.625945,0.734005,0.500163,'very not sure'
0.067475,-0.429195,-0.079257,-0.262753,0.148248,-0.01213,-0.267339,0.239279,0.363185,-0.540313,0.064904,-0.182146,-0.36493,0.513927,0.376746,-0.245745,-0.69226,0.443977,-0.905512,-1.04249,0.381849,-0.74712,0.027305,0.661286,0.000375,0.472996,-0.659298,-0.625945,0.734005,0.500163,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
0.314695,-3.286388,-0.923775,-3.779117,1.37336,-0.842796,0.596252,-1.573488,-0.088474,-1.195466,0.847724,3.731765,0.964959,-3.18171,1.44879,-7.537206,-2.569963,-7.987934,-3.929982,0.591262,4.342281,2.20415,-7.176294,5.958828,-4.070896,1.105904,-0.570634,-0.570916,-1.732502,4.908956,'very not sure'
0.117715,-0.189112,0.407446,-0.694723,0.600968,0.271517,-0.850982,-0.201229,0.027289,-0.525908,0.951139,0.082408,0.223489,1.049168,1.087108,0.935273,-0.271348,0.506769,-1.202028,0.52764,2.976687,-2.219831,0.292634,-0.414286,-0.625378,1.347451,-2.316661,0.773969,0.976941,0.646637,'very not sure'
0.067475,-0.429195,-0.079257,-0.262753,0.148248,-0.01213,-0.267339,0.239279,0.363185,-0.540313,0.064904,-0.182146,-0.36493,0.513927,0.376746,-0.245745,-0.69226,0.443977,-0.905512,-1.04249,0.381849,-0.74712,0.027305,0.661286,0.000375,0.472996,-0.659298,-0.625945,0.734005,0.500163,'very not sure'
0.067475,-0.429195,-0.079257,-0.262753,0.148248,-0.01213,-0.267339,0.239279,0.363185,-0.540313,0.064904,-0.182146,-0.36493,0.513927,0.376746,-0.245745,-0.69226,0.443977,-0.905512,-1.04249,0.381849,-0.74712,0.027305,0.661286,0.000375,0.472996,-0.659298,-0.625945,0.734005,0.500163,'very not sure'
-0.229399,-0.372752,-1.688748,-0.100795,-0.785866,0.663956,0.523084,1.233356,1.883386,-0.870592,-1.586003,-0.076418,0.647158,2.406831,1.371737,-1.435225,0.949993,-0.449275,-0.512963,0.287416,-1.265663,1.908978,0.215127,1.800913,-0.001584,-1.658439,0.874442,2.326176,3.278157,-0.09783,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
0.096303,-0.051356,0.439495,-0.377477,0.03169,-0.069838,-0.227994,-0.077673,-0.033764,-0.071702,0.42323,0.073202,-0.261692,0.431237,0.214071,1.242324,-0.385487,1.448258,-1.428074,-0.899091,0.402261,-1.802668,0.480077,-0.220646,-0.161694,-0.012291,-0.576402,-0.627842,-0.050716,0.04203,'very not sure'
-0.435582,-0.393283,0.040724,-0.770004,0.259695,-0.300926,-0.67643,-0.210918,0.325316,0.740695,-0.109552,-0.19905,0.742701,0.144169,0.113755,-1.628869,-1.019479,0.118291,-1.275849,0.680903,-0.069025,-1.436833,-1.155445,2.043159,0.130799,-0.651115,-0.509324,1.953941,0.779312,1.278273,'very not sure'
-0.671856,-2.076453,-2.055399,-1.888658,4.053483,1.389507,-0.944461,0.50338,0.389752,3.30312,2.206406,1.244405,-1.190021,-0.388619,2.459026,-2.90099,0.084684,-0.977443,-2.322459,-1.230269,4.534602,-6.48872,-2.972133,1.842205,-3.394168,2.510726,-5.427881,-0.259097,-2.183361,4.808604,'very not sure'
-0.263656,0.339663,1.010347,-1.413311,0.280599,-1.211712,-0.18039,0.287854,0.442326,0.593739,-0.117077,-0.510196,-0.536015,0.281851,0.43006,-1.794264,-0.886619,2.022895,-1.287083,-0.812354,-3.419364,-0.518905,-0.00187,1.347956,1.99985,-0.985296,0.581046,-0.851636,-0.324284,2.24982,'very not sure'
