全市高清探头启用，拍摄打电话、副驾驶不系安全带等违法行为。近日，这样一条信息通过短信、微博在市民中传播，不少司机惊叹于高清探头的威力。昨日，交管部门表示，交管部门从未发过此类信息，但是对于违法行为一直在严格查处。,1,1
真的啊？以后不开车了。上次运动会，从农大上五环被罚了200，说占用公交车道。,0,0
这个不是早辟谣了吗？同样的谣言又出来了，这个官V都在干嘛啊,1,1
开车的亲们注意了呦。?,0.4,1
去年就听说了Q!,1,1
真没办法开车了啊,0.6,1
nimia......,0.8,0.8
貌似是真的,0,0
澳洲的法律规定车上成员不管是坐在哪个位置都必须系安全带，婴儿必须坐在婴儿座里，所以澳洲的车前座后座都设置有安全带。奉劝开车坐车的同志们只要上车就把安全带系上，千万不要存在侥幸心理，关键时刻那根儿小小的带子能救你一命。,1,1
扩散提醒！,1,1
真的假的？,0,0
真的假的啊真是受不了了,0,0
各位开车的同志小心咯~,1,1
齐叔来接我吧！我要在你的副驾驶位上不系安全带，给你打电话，把着你的方向盘各种压线……午夜十分，看到交警就给你吃酒糖！！！,1,1
不知真假，先转一下给个提醒。。。,1,1
搜不鸟啊~~搜不鸟~~真是不给我这种不爱系安全带的人活路~~还好我不常坐副驾~~,1,1
提前了解一下,1,1
这是要闹哪样？？,0.2,0.6
我擦...这是危言耸听呢吧,0,0
对深圳酒驾事件的反应？,1,1
要命了，这是要咋呀,0,0
确实都开了！今天过的所有路口摄像头都亮着！小心！,1,1
这玩意儿好像几个月前在短信上就传过一阵儿,0.4,0.4
又开始传了，真假如何判断,0,0
真的假的？！,0,0
小心啦！你自求多福吧，阿门⊙▽⊙,1,1
真的么?我还有十六条没处理呢，如果这样明年我估计得六十条,0,0
听甚末人说的？？？,0.4,0.4
先查公务员。,0,0
貌似前段时间很多地方都是这么说的这么传的有待考证。不过我们确实享受着全球最多的电子眼监视！,1,1
有人说是假的，但严格点也好,1,1
大家注意了哈~,1,1
谣言，别信,1,1
闲得蛋疼的人真能编,1,1
猫哥说是广东佛山,0,0
交管部门已辟谣。目前技术条件无法识别副驾驶安全带，但是坐在副驾驶也一定要扣好安全带！别以为北京堵车速度慢就没事！,1,1
又开始了哥,0.6,1
先不说营销号散播老谣言这事儿，就算是真的怎么就他妈开不了车了？你丫是驾校学出来的么？知道北京为啥堵么？,0,0
科学又进步了。,1,1
真的假的。。。。。,0,0
還好車裡有藍牙，可是我覺得司機快沒活路了呢，太多限制了，甚麼時候也限制一下行人和非機動車啊,1,1
擦！都注意啦！,0.4,1
靠，这么嗨？,1,1
疯了，以后可咋整,0.6,0.6
真的假的？？？,0,0
够狠！！！,0,0
不知道是不是真的但是大家要注意啊,0,0
在澳洲，别说副驾驶了，就算是后排座，或者小宝宝都要系安全带！每人次3分，如果车上4个人都没带安全带，那直接就吊销驾照了。,0,0
墙裂支持罚越线停车~上次追尾就是我前面那车半个车身在斑马线上了一个急刹，我还全责╮(╯_╰)╭,1,1
我也要系安全带了,0.8,1
我怎么觉得老这么说但是其实没事儿啊。。。,1,1
还能白痴点吗？嘀嗒招这样的微博管理人员也够口了，哪辈子的假新闻了，还有脸在这发布！赶紧回家喂奶去吧……,1,1
哇哇。。严重了！,1,1
注意喽！！！经常闯黄灯啊！,0.4,1
really？！,0,0
我才不信~酒驾处罚倒有可能。我弟就是监控器工程师。我怎么没被拍。,1,1
要么这么疯狂呢,1,1
还有什么东西是可以吃的吗？,1,1
成本甘高有可能乜?,1,1
不要乱传啦，电视新闻都讲左呢D系呃人，发黎托啊，制造混乱,0,0
详情请去果壳吧..里面做了很详细的实验,1,0
早已辟谣，唔该你唔好乱发....,1,1
西瓜打针会烂并且是很难打进西瓜的所谓的针口是西瓜的筋是西瓜成长不好才出现的。新闻讲过了上网查查不要人云亦云,1,1
你有无睇新闻噶?一早就辟谣啦..果断取消关注,1,1
我讨厌西瓜。,0.6,0.6
我顶打针西瓜！都糸吃又白又吾甜果的！,0.6,0.6
中国人真那么毒，自己人毒自己人,1,1
辟謠好耐啦，吾該吾好亂發啦！,1,1
擦，不是很早之前就有辟谣了么，还有人信啊,1,1
可能性不大呵，,0.6,0.6
记得曾有专家讲过，西瓜係打唔入水嘅，一入水就会烂。不过唔知个专家信唔信得过。,0.6,0.6
就是！~处理得好~！,1,1
系咯~！成日发流野~！处理得好啊~！,1,1
原来哩D就系打过针噶西瓜呀，我好似曾经上过当呀。。。哎呀，真系黑心老板啊,1,1
之前買過啊好可怕,1,1
天啊，这种西瓜我好像吃过,1,1
西瓜都唔放过,0.6,0.6
其实我不想转给老细你的。。。。。。。。。bless大家的西瓜都没有事同好好味,1,1
我想吃西瓜,0.6,0.6
我讨厌西瓜。,0.6,0.6
我顶打针西瓜！都糸吃又白又吾甜果的！,0.6,0.6
中国人真那么毒，自己人毒自己人,1,1
看到你转发之前已经处理了...,1,1
食过一个超红，但唔甜噶西瓜,1,1
死啦，我前排好似吃左个喔，点算啊,0,1
额。。。。。那天那个西瓜里面有没有呀？,1,1
昨晚那个看来很安全,1,1
转给西瓜妹子,0.6,0.6
?也不能吃了,1,1
甘就真系开瓜有奖喽,1,1
还有什么是可以放心吃的,1,1
甘得人惊？！以后都系要听话少吃喇。。。。,0.6,0.6
全部都系毒,1,1
害人害己！,0,0
呢个新闻讲过啦，可能性很低，五洗担心噶,1,1
可能性不大呵，,0.6,0.6
又来？吾使食咯!,0,0
西瓜危机！,0.6,0.6
啊···甘严重···好似食过呢d喔···,1,1
可怜的小农意识,1,1
我肯定吃过了，god！,1,1
不早就微博辟谣了嘛？怎么还有？,1,1
行为如此的恶劣。,1,1
为吸引眼球不惜祸害辛苦的瓜农，我已果断举报！,1,1
还给小魔囡吃吗,0.2,0.2
这么恐怖的，现在的食物很不安全,1,1
所以话E家的西瓜越来越难吃，特别黑美人果类。,1,1
晕。甘个D无子西瓜是米全部都吉过针架？,0.6,0.6
黑心得距吖,0,0
已经辟左谣鸟~,1,1
记得曾有专家讲过，西瓜係打唔入水嘅，一入水就会烂。不过唔知个专家信唔信得过。,0.6,0.6
有米有搞错。。西瓜也被污染了。。呜呜，那我吃什么呀/委屈,1,1
讲明系流野,0,0
食个西瓜都有化学物品。,0.6,0.6
怪唔之得有D西瓜好红，但食落无味,0.6,0.6
九百年前嘅旧闻。而且新闻早就辟谣过啦。甘样害死D瓜农丫！成日系度撩事斗非无中生有。睇你唔惯好耐啦！仲N多广告！取消关注！,1,1
唔取消关注呢条友好耐啦，成日发广告,0,1
垃圾网络暴力处处有，脑残们相信我们也没办法,1,1
食乜都死啊,0,0
好彩甚少吃西瓜啧。。,0.6,0.6
吾切开点分辨啊,1,1
放开个西瓜！,0.6,0.6
又吴食得喽,0,0
什么都不用吃了。,1,1
还吃不吃西瓜？纠结！,0.6,0.6
还不实消息？？？这国度太和谐了。西瓜可不会得罪人的，西瓜不会上微博的。,0.2,1
一早就已經辟謠了，咪轉啦，費事俾人話,1,1
原来哩D就系打过针噶西瓜呀，我好似曾经上过当呀。。。哎呀，真系黑心老板啊,1,1
真无良！大家买西瓜就要留意了,1,1
西瓜加左料入去，你唔好经常食啦，,0.6,0.6
以后少吃为好！,0.6,0.6
请大家注意…,1,1
~~~~~~~~~,0,0
这个尿点也太高了....,1,1
这个绝对是假消息。。。。,1,1
请问淘宝把实体商品剥离出去后还剩下啥东西了？？,1,1
不太可能吧？,0.2,0.2
实体商品全部通过天猫，也就是说！物美价廉再也找不到了！天猫可都是接近原价的货啊亲,1,1
请问那淘宝还剩下啥了？？那不是等同于没有淘宝了吗？虚拟物品才占多大的比例啊汗。。,1,1
淘宝没有必要这样做。,1,1
反正天猫也是淘宝的应该差不多一个意思吧,1,1
淘宝会自己搞死自己？,1,1
你i确定这个消息吗？,1,1
完全不靠谱,1,1
我自然是不确定，只是假设一下原文情况属实,1,1
会吗？不会！,0.2,0.2
淘宝不可能这样做！即使针对商品需求，天猫和淘宝针对的用户群就不一样。而且不同平台卖家适用规则不一样，这样做明摆着要干死草根创业者。,1,1
屁是用嘴放的吗。,0,0
可以确定不会。如果今天淘宝个人店如果真的这样关了，明天QQ或者起码就能马上做起来，大家要买个人店的东西照样可以去，因为这块的需求还是不小的。互联网是个目前比较市场化的行业~~~,0,0
兄弟这个消息超级不靠谱啊怎么想怎么不可能,1,1
葵花宝典，如真能炼就。也是不错的。,0,0
淘宝真这么做，那淘宝就麻烦了。,1,1
淘宝最近的消息一个比一个震惊,1,1
脑子进水了。。为了骗粉丝也不带这样的,1,1
这个太扯了，这个就和厕所业务重大调整，进左门只准小号进右门只准大号否则没收作案工具是一个道理。完全无稽。,1,1
脑残吗，还「超级爆尿」呢,1,1
这么脑残的想法都行呀。,1,1
真是乱爆~,1,1
是个人都有内部消息。。。这条简直是蔑视围观群众的智商嘛。,0.8,0.8
不会吧，淘宝专做注虚拟商品！实体商品全部到天猫上销售，这怎么可能啊。。淘宝网这样做法。肯定搞死人的，很多人要死的。。完全不靠谱,1,1
你是？淘宝还是天猫的代言/,1,1
如果这是真的，那疼讯可要笑疯了~,0,0
哈哈哈,1,1
微博混久了，自觉做到不信谣，不传谣,1,1
淘宝不会舍得这么一大块肥肉的~不可能会这样改革，对淘宝百害无一利。,1,1
马云是外星人，想法当然不一样。,1,1
屁话，一堆堆,0.6,0.6
噗~~~!一口九珍果汁喷了出来！,1,1
哈哈你真可爱,1,1
有点常识都知道不可能这样的!,1,1
怎么可能？,1,1
怎么可能啊，这样的分类毫无意义啊~~！！,1,1
如果这样马云就是卧底,1,1
有病，没有实体产品的淘宝还是淘宝吗？扯淡,1,1
你就不能爆点靠谱的消息吗？误导人怎么办。,1,1
蝴蝶飞，桃花醉，人憔悴。,0,0
一看就知道造谣的谣言。这也信？,1,1
哥们你确实很可爱,1,1
没有淘宝还有腾讯一看就是谣言！,1,1
现在淡季，真难熬，不靠谱的消息还真能让人一惊一乍的,1,1
刚给小马打了个电话，此消息为真，同时淘宝聘请的UFO聂兆轩先生即将上任。为感谢聂先生屈尊加盟，小马哥特批300亿资金奖励登陆淘宝的用户，100%中奖。亲，是每天100亿美金，总共3天哦。敬请期待淘宝官方正式消息！,1,1
该收租子了，但这样做也是腾讯期盼的，老马会这样吗？,1,1
阿里巴巴要找死了,0.8,0.8
假得不能再假了,1,1
这个绝对是真的，因为晚上我也接到一个小二的电话，他们也是这样说的。,0,0
这...想出名都不用脑子的？带点智商好不好？,1,1
泰国前总理好像也说过了。,0.2,0.2
这个爆料总有一个是脑残，不是你就是淘宝。但我相信应不是淘宝,1,1
腾讯给了你多少钱啊,0.4,1
先森，12点了，洗洗睡去吧,1,1
淘宝和聚划算确实在努力增加生活的比例,1,1
。。。。。。。。。。黑淘宝的水平太低,1,1
扯淡，你知道啥是淘宝啥是天猫么？,1,1
痴线，仲十年经验，尼十年，用系边度啦？,1,1
如果真这样，估计卖家会把淘宝总总都给砸了。……一个就是谣言。,1,1
假消息，爆你妹。,1,1
博出位成功,0,0
很明显的假消息,1,1
二B，好蠢。你知道淘宝是什么吗？,1,1
基本上可以肯定是谣言。。,1,1
马云难道会帮助老刘清理门户吗~~,0.4,0.4
现在的网络营销就放这种低智商的谣言吗！哥们你还是不要做这个了！你会疯掉的,1,1
#传闻#【淘宝，天猫业务将进行重大调整】,1,1
这也忒不靠谱了。。没下限啊,1,1
可怜的C店们。,1,1
小道消息..不可相信而且也绝对不现实,1,1
离了小买家，淘宝会死，离了淘宝，阿里会死，天猫PK不过卓越和当当，这个叫自杀。,1,1
我决定不转发，去香港打坐楼主也参加了吧,1,1
完全不屑一顾的将博主拉入黑名单。。无聊之极,1,1
无聊的人。,1,1
真TM扯蛋～～造什么谣啊，吃饱了撑的～～～,1,1
还不快删除，不然你要火,1,1
个人卖家呢？,0.8,0.8
这个有点不靠谱吧？这么多c店卖家就死掉？估计又要闹起来了吧，待求证！有内幕信息的来说说。,1,1
真的假的？？？,0,0
上周和圈内的朋友聊天，大家还在坚持做淘宝C2C，老弟这里再次奉劝：该撤了！,1,1
可能性极低！所谓内幕来自来哪？！,0,0
完全是扯淡,1,1
这个得关注一下，重大调整啊。,1,1
太不靠普了吧，昨天的消息也是你传的,1,1
。。。。。如果是真的，会被砸吧。。。,0,0
真的假的？,0,0
可能是假的,1,1
果然有自己独特的见解，领教了,1,1
真有说的这么可靠吗？那C店可能开不起来了,1,1
傻逼年年有，楼主家特别多,1,1
你牛逼比马云牛逼艹,0,0
除非阿里脑子进水一心求死,1,1
二逼无止境,0,0
好JB扯淡的玩意啊,1,1
扯淡。荒诞程度类似于说支付宝的盈利模式是吸存放贷。,1,1
这笑话很冷，估计博主想红。。夜深了，博主洗洗睡吧,1,1
几乎没有可操作性,1,1
就这水平也副总裁？这么水的消息也能相信，你做总裁估计公司就只有关门啦,1,1
是时候吃药了喂。。。,1,1
是真的我把电脑吃掉。挑战下线吗？亲,0,0
居然很多人相信，看来人的智商还是有很大区别的。整么不说明天中国就土地私有化啦,1,1
你牛！“专家”,1,0.6
调整是有可能，这样完全不可能。除非楼主去当阿里CEO。,1,1
没有最扯，只有更扯，扯吧，小心蛋蛋,1,1
你的脑袋？？？？？,0,0
传谣是不好的,1,1
你要是做淘宝的你能这么干么傻逼。造谣前动点脑子，造点有质量的供大家乐乐,1,1
真TM扯谈，70%的流量都来自淘宝，关了喝西北风,1,1
僵尸说“我入侵了你家的房子，吃了你的脑子”,1,1
关闭了士多做超市？,1,1
淘宝是一家影响着2亿人的企业，政策不该说变就变，得认真考虑下用户的感受！,1,1
这不无异于自杀吗？又不是只此一家，再者淘宝的流量可是远高于商城的，求辟谣！,1,1
这么2b滴骗粉也有人转？,1,1
转给在淘宝开店的人。,1,1
？？？？！！！虚拟商品是指哪些行业呢，貌似不那么丰富啊？,0.4,1
亲，你懂不懂淘宝啊？怎么可能？,1,1
怎么用这样个脑袋造谣，,1,1
超级爆料的笑话~,1,1
讲笑话呢，好冷,1,1
有一定可能!,1,1
真的假的呀,0,0
你也太能扯淡了,1,1
这个靠谱么？如果是这样，淘宝也就不再算C2C“平台”，只是一个垂直行业的C2C了……我觉得可能性小，就算调整，周期也会更长。另外，这样下来，天猫还是天猫么？只是另外一个“淘宝”！,1,1
可怜的2B通过这种方法引人注意很可耻,1,1
靠，造谣有点常识撒,1,1
坑爹的消息,1,1
无论是不是真的，这样做还是比较靠谱的。另外，减少天猫鱼龙混杂的卖家数量，打造品质之城，也将会是天猫必然之路。,0,0
您是哪家的托？放这种消息。。,1,1
这个不是傻逼观点嘛？太不靠谱了。,1,1
淘宝以后成5173了？扯,1,1
这个谣言很脑残！！！！,1,1
万事皆有可能，但不希望如此,0,0
淘宝太急了，马云太急了，退市的包袱还没甩掉就调整淘宝这个吸金石，是自信过头还是真正没有竞争对手可以为所欲为啊，难道政府会为淘宝失败风险买单吗,1,1
要真这么干了，只能说淘宝很二很SB,1,1
真要这么干，那么多喜欢淘东西的买家咋办，那些中小卖家都去天猫？？淘宝淘宝、、、“淘”的意思了。。。真要这么干了，我只能说1个字“2“了~,1,1
真要这么干，那么多喜欢淘东西的买家咋办，那些中小卖家都去天猫？？淘宝淘宝、、、“淘”的意思了。。。真要这么干了，我只能说1个字“2“了~(10,1,1
这个有点夸张了，这个趋势从架构以及战略的角度可以理解，但是短期内调整应该不太可能，即使调整也不可是一年半载的事，这么多C类商家如何安顿，弄不好又会卷起一阵飓风，淘宝伤不起。,1,1
不要忘记现在很多都在推出天猫，9月还会有大量的撤出，一旦天猫大范围商家退潮出现，那时候淘宝才真正无可救药,1,1
啊哟我草，,0,0
这样是也淘宝公司的战略啊，在淘宝上面的虚拟产品很少，这是服务行业的机会！,1,1
这消息靠谱吗？,1,1
我是来消灭妖怪的，这明显是广告贴，博主脑子被驴T了，又是一家快活不下去的代运营公司,1,1
假的。这么离谱的谣言竟然也有人传。,1,1
请勿传播谣言！纯属胡扯,1,1
没了淘宝，天猫都没办法和京东抗争的，用脚指头想想,1,1
如果是真的，估计得内乱了,0,0
看博主自我介绍就不知道不靠谱了对于互联网从业超过11年的人我是这么看的,1,1
这人...乱吠,0,1
说出这种笑话，更会显得自己无知的，亲！,1,1
好奇，什么情况!,1,1
这种脑残的你也敢转，取消关注,1,1
博主讲话不仅不负责任，甚至连起码的脑子都不肯动一下了。看到下面有人提示说博主的个人介绍很有料么，一看果然吓一跳。牛已经很累了，亲！,1,1
哈哈，，今天你没吃药么，，，,1,1
怎么看都不靠谱。。这样的假消息竟然还有人信。。。,1,1
你丫有病吧,0,0
如此造谣，真看不下去了。,1,1
FUCK，不会这么自寻短见吧…,0.2,0.2
真TM扯蛋。,1,1
这是自己傻逼，还觉得自己会很傻逼！,1,1
可能性很小，其效果相当于一场电商地震。大家说说看。,1,1
造谣！杀无赦！,1,1
真的假的？,0,0
这个尿点也太高了....,1,1
赶尽杀绝咯==,0,0
这个绝对是假消息。。。。,1,1
还好没什么成本,1,1
这是个大事！淘宝这样搞会出大事！,1,1
这个料爆得有点大。。。,1,1
求真假求辟谣。,1,1
不太可能吧？,0.2,0.2
瞬间崩塌……比强拆还厉害,1,1
淘宝没有必要这样做。,1,1
哥，造谣要负责的,1,1
真以为离开淘宝地球就不转了？,1,1
这个有点狠,1,1
这消息应该叫超级扯淡才对！,1,1
淘宝不可能这样做！即使针对商品需求，天猫和淘宝针对的用户群就不一样。而且不同平台卖家适用规则不一样，这样做明摆着要干死草根创业者。,1,1
可能性不大假如真的是这样会有多少人失业,0,0
屁是用嘴放的吗。,0,0
卖家不是傻子，淘宝更不可能是。造谣意欲为何？,1,1
空穴来风？？？,0.2,0.2
可以确定不会。如果今天淘宝个人店如果真的这样关了，明天QQ或者起码就能马上做起来，大家要买个人店的东西照样可以去，因为这块的需求还是不小的。互联网是个目前比较市场化的行业~~~,0,0
开玩笑呢吧。,0.2,0.2
看有人信不？,1,1
兄弟这个消息超级不靠谱啊怎么想怎么不可能,1,1
.....这么脑残的想法也想得出？,1,1
谣言，鉴定完毕。,1,1
这样做是找死吧,1,1
#甚是荒堂#淘宝不可能也没有必要这么做。怎么总有这么一帮造遥生非之徒？,1,1
呃，传谣也动点脑子好不，游戏点卡、话费充值、彩票业务主导权在谁手里？,1,1
一看就是假爆料马云这样做无异于自杀。再说淘宝跟天猫在慢慢的分离。,1,1
淘宝最近的消息一个比一个震惊,1,1
如果是这样，真属于过河拆桥了。。可能性不大。。,0,1
咋可能，c跟天猫都分开运营，不可能这种情况。,1,1
我倒希望这个消息是真的，现在是唯恐天下不乱。,0,0
这个动作成本太高了吧？,1,1
这个太扯了，这个就和厕所业务重大调整，进左门只准小号进右门只准大号否则没收作案工具是一个道理。完全无稽。,1,1
天猫可是重税(?_?),1,1
瞎逼折腾~安心耍我的ebay,1,1
彻底抛弃小卖家？,1,1
同意，完全没必要，这感觉是在Yy,1,1
真是乱爆~,1,1
不会吧，淘宝专做注虚拟商品！实体商品全部到天猫上销售，这怎么可能啊。。淘宝网这样做法。肯定搞死人的，很多人要死的。。完全不靠谱,1,1
有谁辟谣没？谣言漫天费啊,1,1
这个是要作死么。。,1,1
淘宝不可能这样做！即使针对商品需求，天猫和淘宝针对的用户群就不一样。而且不同平台卖家适用规则不一样，这样做明摆着要干死草根创业者。,1,1
影响力不亚于行业重新洗牌！,0.8,0
同意，瞎搞，谣言,1,1
又要亂一次了!!那些C店的經營者真可憐!!,1,1
微博混久了，自觉做到不信谣，不传谣,1,1
这不可能==,1,1
你是来传谣言的么？,1,1
买实体从来在天猫……,1,1
不太相信。。你非要把菜市场弄到西单去，这有点。。。,1,1
我正准备在淘宝开店啊!!,1,1
淘宝真这样做，必死无疑。而且保证会带来社会动荡。即使淘宝要这么做，朝廷也不会允许。,1,1
扯淡。。。。,1,1
这个。。。,1,1
马云是外星人，想法当然不一样。,1,1
不可能吧。。淘宝还是很大一块收入来源。。这样做不是自找死路么~,1,1
不可棱～～,1,1
"这消息也忒瞎了""给点靠谱的可以ma",1,1
那我们在天猫卖虚拟物品的怎么办？,1,1
如果真是这样，淘宝和天猫估计都该死了。,1,1
淘宝不可能这样做！即使针对商品需求，天猫和淘宝针对的用户群就不一样。而且不同平台卖家适用规则不一样，这样做明摆着要干死草根创业者。,1,1
屁话，一堆堆,0.6,0.6
脑残的爆料！,1,1
等人跳出来辟谣,1,1
哗众取宠而已，没看到简介吗？就能吹死雷死人了。这种爆料等于谣言。,1,1
这个可信吗?,1,1
那他存在还有什么意义,1,1
哈哈你真可爱,1,1
马云喝多的时候说的吧？,1,1
脑子抽风了吧，c店木有实体商户，只有虚拟，转移商城。。可能性不大，哎哟我突然。。想到一个那个谁。有想到啥不。,1,1
那估计淘宝自己也会死,1,1
怎么可能啊，这样的分类毫无意义啊~~！！,1,1
如果这样马云就是卧底,1,1
喜欢与痛恨并存！,1,1
是不是哦？,0,0
你不做淘宝都觉得扯，这个人脑袋坏了，不然是炒作自己。,1,1
穷逼不用过日子了，我们这种指着水货过活的死伤无数u,1,1
蝴蝶飞，桃花醉，人憔悴。,0,0
这个真心看不懂了。,1,1
笑话。死活是马云决定的么？市场才有决定权,1,1
